Sector,Ticker Symbol,Last_Updated
Industrials,MMM,2026-01-18 16:25:28.186837
Industrials,AOS,2026-01-18 16:25:28.186837
Industrials,ALLE,2026-01-18 16:25:28.186837
Industrials,AME,2026-01-18 16:25:28.186837
Industrials,ADP,2026-01-18 16:25:28.186837
Industrials,AXON,2026-01-18 16:25:28.186837
Industrials,BA,2026-01-18 16:25:28.186837
Industrials,BR,2026-01-18 16:25:28.186837
Industrials,BLDR,2026-01-18 16:25:28.186837
Industrials,CHRW,2026-01-18 16:25:28.186837
Industrials,CARR,2026-01-18 16:25:28.186837
Industrials,CAT,2026-01-18 16:25:28.186837
Industrials,CTAS,2026-01-18 16:25:28.186837
Industrials,FIX,2026-01-18 16:25:28.186837
Industrials,CPRT,2026-01-18 16:25:28.186837
Industrials,CSX,2026-01-18 16:25:28.186837
Industrials,CMI,2026-01-18 16:25:28.186837
Industrials,DAY,2026-01-18 16:25:28.186837
Industrials,DE,2026-01-18 16:25:28.186837
Industrials,DAL,2026-01-18 16:25:28.186837
Industrials,DOV,2026-01-18 16:25:28.186837
Industrials,ETN,2026-01-18 16:25:28.186837
Industrials,EME,2026-01-18 16:25:28.186837
Industrials,EMR,2026-01-18 16:25:28.186837
Industrials,EFX,2026-01-18 16:25:28.186837
Industrials,EXPD,2026-01-18 16:25:28.186837
Industrials,FAST,2026-01-18 16:25:28.186837
Industrials,FDX,2026-01-18 16:25:28.186837
Industrials,FTV,2026-01-18 16:25:28.186837
Industrials,GE,2026-01-18 16:25:28.186837
Industrials,GEV,2026-01-18 16:25:28.186837
Industrials,GNRC,2026-01-18 16:25:28.186837
Industrials,GD,2026-01-18 16:25:28.186837
Industrials,HON,2026-01-18 16:25:28.186837
Industrials,HWM,2026-01-18 16:25:28.186837
Industrials,HUBB,2026-01-18 16:25:28.186837
Industrials,HII,2026-01-18 16:25:28.186837
Industrials,IEX,2026-01-18 16:25:28.186837
Industrials,ITW,2026-01-18 16:25:28.186837
Industrials,IR,2026-01-18 16:25:28.186837
Industrials,JBHT,2026-01-18 16:25:28.186837
Industrials,J,2026-01-18 16:25:28.186837
Industrials,JCI,2026-01-18 16:25:28.186837
Industrials,LHX,2026-01-18 16:25:28.186837
Industrials,LDOS,2026-01-18 16:25:28.186837
Industrials,LII,2026-01-18 16:25:28.186837
Industrials,LMT,2026-01-18 16:25:28.186837
Industrials,MAS,2026-01-18 16:25:28.186837
Industrials,NDSN,2026-01-18 16:25:28.186837
Industrials,NSC,2026-01-18 16:25:28.186837
Industrials,NOC,2026-01-18 16:25:28.186837
Industrials,ODFL,2026-01-18 16:25:28.186837
Industrials,OTIS,2026-01-18 16:25:28.186837
Industrials,PCAR,2026-01-18 16:25:28.186837
Industrials,PH,2026-01-18 16:25:28.186837
Industrials,PAYX,2026-01-18 16:25:28.186837
Industrials,PAYC,2026-01-18 16:25:28.186837
Industrials,PNR,2026-01-18 16:25:28.186837
Industrials,PWR,2026-01-18 16:25:28.186837
Industrials,RTX,2026-01-18 16:25:28.186837
Industrials,RSG,2026-01-18 16:25:28.186837
Industrials,ROK,2026-01-18 16:25:28.186837
Industrials,ROL,2026-01-18 16:25:28.186837
Industrials,SNA,2026-01-18 16:25:28.186837
Industrials,LUV,2026-01-18 16:25:28.186837
Industrials,SWK,2026-01-18 16:25:28.186837
Industrials,TXT,2026-01-18 16:25:28.186837
Industrials,TT,2026-01-18 16:25:28.186837
Industrials,TDG,2026-01-18 16:25:28.186837
Industrials,UBER,2026-01-18 16:25:28.186837
Industrials,UNP,2026-01-18 16:25:28.186837
Industrials,UAL,2026-01-18 16:25:28.186837
Industrials,UPS,2026-01-18 16:25:28.186837
Industrials,URI,2026-01-18 16:25:28.186837
Industrials,VLTO,2026-01-18 16:25:28.186837
Industrials,VRSK,2026-01-18 16:25:28.186837
Industrials,GWW,2026-01-18 16:25:28.186837
Industrials,WAB,2026-01-18 16:25:28.186837
Industrials,WM,2026-01-18 16:25:28.186837
Industrials,XYL,2026-01-18 16:25:28.186837
Health Care,ABT,2026-01-18 16:25:28.186837
Health Care,ABBV,2026-01-18 16:25:28.186837
Health Care,A,2026-01-18 16:25:28.186837
Health Care,ALGN,2026-01-18 16:25:28.186837
Health Care,AMGN,2026-01-18 16:25:28.186837
Health Care,BAX,2026-01-18 16:25:28.186837
Health Care,BDX,2026-01-18 16:25:28.186837
Health Care,TECH,2026-01-18 16:25:28.186837
Health Care,BIIB,2026-01-18 16:25:28.186837
Health Care,BSX,2026-01-18 16:25:28.186837
Health Care,BMY,2026-01-18 16:25:28.186837
Health Care,CAH,2026-01-18 16:25:28.186837
Health Care,COR,2026-01-18 16:25:28.186837
Health Care,CNC,2026-01-18 16:25:28.186837
Health Care,CRL,2026-01-18 16:25:28.186837
Health Care,CI,2026-01-18 16:25:28.186837
Health Care,COO,2026-01-18 16:25:28.186837
Health Care,CVS,2026-01-18 16:25:28.186837
Health Care,DHR,2026-01-18 16:25:28.186837
Health Care,DVA,2026-01-18 16:25:28.186837
Health Care,DXCM,2026-01-18 16:25:28.186837
Health Care,EW,2026-01-18 16:25:28.186837
Health Care,ELV,2026-01-18 16:25:28.186837
Health Care,GEHC,2026-01-18 16:25:28.186837
Health Care,GILD,2026-01-18 16:25:28.186837
Health Care,HCA,2026-01-18 16:25:28.186837
Health Care,HSIC,2026-01-18 16:25:28.186837
Health Care,HOLX,2026-01-18 16:25:28.186837
Health Care,HUM,2026-01-18 16:25:28.186837
Health Care,IDXX,2026-01-18 16:25:28.186837
Health Care,INCY,2026-01-18 16:25:28.186837
Health Care,PODD,2026-01-18 16:25:28.186837
Health Care,ISRG,2026-01-18 16:25:28.186837
Health Care,IQV,2026-01-18 16:25:28.186837
Health Care,JNJ,2026-01-18 16:25:28.186837
Health Care,LH,2026-01-18 16:25:28.186837
Health Care,LLY,2026-01-18 16:25:28.186837
Health Care,MCK,2026-01-18 16:25:28.186837
Health Care,MDT,2026-01-18 16:25:28.186837
Health Care,MRK,2026-01-18 16:25:28.186837
Health Care,MTD,2026-01-18 16:25:28.186837
Health Care,MRNA,2026-01-18 16:25:28.186837
Health Care,MOH,2026-01-18 16:25:28.186837
Health Care,PFE,2026-01-18 16:25:28.186837
Health Care,DGX,2026-01-18 16:25:28.186837
Health Care,REGN,2026-01-18 16:25:28.186837
Health Care,RMD,2026-01-18 16:25:28.186837
Health Care,RVTY,2026-01-18 16:25:28.186837
Health Care,SOLV,2026-01-18 16:25:28.186837
Health Care,STE,2026-01-18 16:25:28.186837
Health Care,SYK,2026-01-18 16:25:28.186837
Health Care,TMO,2026-01-18 16:25:28.186837
Health Care,UNH,2026-01-18 16:25:28.186837
Health Care,UHS,2026-01-18 16:25:28.186837
Health Care,VRTX,2026-01-18 16:25:28.186837
Health Care,VTRS,2026-01-18 16:25:28.186837
Health Care,WAT,2026-01-18 16:25:28.186837
Health Care,WST,2026-01-18 16:25:28.186837
Health Care,ZBH,2026-01-18 16:25:28.186837
Health Care,ZTS,2026-01-18 16:25:28.186837
Information Technology,ACN,2026-01-18 16:25:28.186837
Information Technology,ADBE,2026-01-18 16:25:28.186837
Information Technology,AMD,2026-01-18 16:25:28.186837
Information Technology,AKAM,2026-01-18 16:25:28.186837
Information Technology,APH,2026-01-18 16:25:28.186837
Information Technology,ADI,2026-01-18 16:25:28.186837
Information Technology,AAPL,2026-01-18 16:25:28.186837
Information Technology,AMAT,2026-01-18 16:25:28.186837
Information Technology,APP,2026-01-18 16:25:28.186837
Information Technology,ANET,2026-01-18 16:25:28.186837
Information Technology,ADSK,2026-01-18 16:25:28.186837
Information Technology,AVGO,2026-01-18 16:25:28.186837
Information Technology,CDNS,2026-01-18 16:25:28.186837
Information Technology,CDW,2026-01-18 16:25:28.186837
Information Technology,CSCO,2026-01-18 16:25:28.186837
Information Technology,CTSH,2026-01-18 16:25:28.186837
Information Technology,GLW,2026-01-18 16:25:28.186837
Information Technology,CRWD,2026-01-18 16:25:28.186837
Information Technology,DDOG,2026-01-18 16:25:28.186837
Information Technology,DELL,2026-01-18 16:25:28.186837
Information Technology,EPAM,2026-01-18 16:25:28.186837
Information Technology,FFIV,2026-01-18 16:25:28.186837
Information Technology,FICO,2026-01-18 16:25:28.186837
Information Technology,FSLR,2026-01-18 16:25:28.186837
Information Technology,FTNT,2026-01-18 16:25:28.186837
Information Technology,IT,2026-01-18 16:25:28.186837
Information Technology,GEN,2026-01-18 16:25:28.186837
Information Technology,GDDY,2026-01-18 16:25:28.186837
Information Technology,HPE,2026-01-18 16:25:28.186837
Information Technology,HPQ,2026-01-18 16:25:28.186837
Information Technology,IBM,2026-01-18 16:25:28.186837
Information Technology,INTC,2026-01-18 16:25:28.186837
Information Technology,INTU,2026-01-18 16:25:28.186837
Information Technology,JBL,2026-01-18 16:25:28.186837
Information Technology,KEYS,2026-01-18 16:25:28.186837
Information Technology,KLAC,2026-01-18 16:25:28.186837
Information Technology,LRCX,2026-01-18 16:25:28.186837
Information Technology,MCHP,2026-01-18 16:25:28.186837
Information Technology,MU,2026-01-18 16:25:28.186837
Information Technology,MSFT,2026-01-18 16:25:28.186837
Information Technology,MPWR,2026-01-18 16:25:28.186837
Information Technology,MSI,2026-01-18 16:25:28.186837
Information Technology,NTAP,2026-01-18 16:25:28.186837
Information Technology,NVDA,2026-01-18 16:25:28.186837
Information Technology,NXPI,2026-01-18 16:25:28.186837
Information Technology,ON,2026-01-18 16:25:28.186837
Information Technology,ORCL,2026-01-18 16:25:28.186837
Information Technology,PLTR,2026-01-18 16:25:28.186837
Information Technology,PANW,2026-01-18 16:25:28.186837
Information Technology,PTC,2026-01-18 16:25:28.186837
Information Technology,QCOM,2026-01-18 16:25:28.186837
Information Technology,Q,2026-01-18 16:25:28.186837
Information Technology,ROP,2026-01-18 16:25:28.186837
Information Technology,CRM,2026-01-18 16:25:28.186837
Information Technology,SNDK,2026-01-18 16:25:28.186837
Information Technology,STX,2026-01-18 16:25:28.186837
Information Technology,NOW,2026-01-18 16:25:28.186837
Information Technology,SWKS,2026-01-18 16:25:28.186837
Information Technology,SMCI,2026-01-18 16:25:28.186837
Information Technology,SNPS,2026-01-18 16:25:28.186837
Information Technology,TEL,2026-01-18 16:25:28.186837
Information Technology,TDY,2026-01-18 16:25:28.186837
Information Technology,TER,2026-01-18 16:25:28.186837
Information Technology,TXN,2026-01-18 16:25:28.186837
Information Technology,TRMB,2026-01-18 16:25:28.186837
Information Technology,TYL,2026-01-18 16:25:28.186837
Information Technology,VRSN,2026-01-18 16:25:28.186837
Information Technology,WDC,2026-01-18 16:25:28.186837
Information Technology,WDAY,2026-01-18 16:25:28.186837
Information Technology,ZBRA,2026-01-18 16:25:28.186837
Utilities,AES,2026-01-18 16:25:28.186837
Utilities,LNT,2026-01-18 16:25:28.186837
Utilities,AEE,2026-01-18 16:25:28.186837
Utilities,AEP,2026-01-18 16:25:28.186837
Utilities,AWK,2026-01-18 16:25:28.186837
Utilities,ATO,2026-01-18 16:25:28.186837
Utilities,CNP,2026-01-18 16:25:28.186837
Utilities,CMS,2026-01-18 16:25:28.186837
Utilities,ED,2026-01-18 16:25:28.186837
Utilities,CEG,2026-01-18 16:25:28.186837
Utilities,D,2026-01-18 16:25:28.186837
Utilities,DTE,2026-01-18 16:25:28.186837
Utilities,DUK,2026-01-18 16:25:28.186837
Utilities,EIX,2026-01-18 16:25:28.186837
Utilities,ETR,2026-01-18 16:25:28.186837
Utilities,EVRG,2026-01-18 16:25:28.186837
Utilities,ES,2026-01-18 16:25:28.186837
Utilities,EXC,2026-01-18 16:25:28.186837
Utilities,FE,2026-01-18 16:25:28.186837
Utilities,NEE,2026-01-18 16:25:28.186837
Utilities,NI,2026-01-18 16:25:28.186837
Utilities,NRG,2026-01-18 16:25:28.186837
Utilities,PCG,2026-01-18 16:25:28.186837
Utilities,PNW,2026-01-18 16:25:28.186837
Utilities,PPL,2026-01-18 16:25:28.186837
Utilities,PEG,2026-01-18 16:25:28.186837
Utilities,SRE,2026-01-18 16:25:28.186837
Utilities,SO,2026-01-18 16:25:28.186837
Utilities,VST,2026-01-18 16:25:28.186837
Utilities,WEC,2026-01-18 16:25:28.186837
Utilities,XEL,2026-01-18 16:25:28.186837
Financials,AFL,2026-01-18 16:25:28.186837
Financials,ALL,2026-01-18 16:25:28.186837
Financials,AXP,2026-01-18 16:25:28.186837
Financials,AIG,2026-01-18 16:25:28.186837
Financials,AMP,2026-01-18 16:25:28.186837
Financials,AON,2026-01-18 16:25:28.186837
Financials,APO,2026-01-18 16:25:28.186837
Financials,ACGL,2026-01-18 16:25:28.186837
Financials,ARES,2026-01-18 16:25:28.186837
Financials,AJG,2026-01-18 16:25:28.186837
Financials,AIZ,2026-01-18 16:25:28.186837
Financials,BAC,2026-01-18 16:25:28.186837
Financials,BRK.B,2026-01-18 16:25:28.186837
Financials,BLK,2026-01-18 16:25:28.186837
Financials,BX,2026-01-18 16:25:28.186837
Financials,XYZ,2026-01-18 16:25:28.186837
Financials,BK,2026-01-18 16:25:28.186837
Financials,BRO,2026-01-18 16:25:28.186837
Financials,COF,2026-01-18 16:25:28.186837
Financials,CBOE,2026-01-18 16:25:28.186837
Financials,SCHW,2026-01-18 16:25:28.186837
Financials,CB,2026-01-18 16:25:28.186837
Financials,CINF,2026-01-18 16:25:28.186837
Financials,C,2026-01-18 16:25:28.186837
Financials,CFG,2026-01-18 16:25:28.186837
Financials,CME,2026-01-18 16:25:28.186837
Financials,COIN,2026-01-18 16:25:28.186837
Financials,CPAY,2026-01-18 16:25:28.186837
Financials,ERIE,2026-01-18 16:25:28.186837
Financials,EG,2026-01-18 16:25:28.186837
Financials,FDS,2026-01-18 16:25:28.186837
Financials,FIS,2026-01-18 16:25:28.186837
Financials,FITB,2026-01-18 16:25:28.186837
Financials,FISV,2026-01-18 16:25:28.186837
Financials,BEN,2026-01-18 16:25:28.186837
Financials,GPN,2026-01-18 16:25:28.186837
Financials,GL,2026-01-18 16:25:28.186837
Financials,GS,2026-01-18 16:25:28.186837
Financials,HIG,2026-01-18 16:25:28.186837
Financials,HBAN,2026-01-18 16:25:28.186837
Financials,IBKR,2026-01-18 16:25:28.186837
Financials,ICE,2026-01-18 16:25:28.186837
Financials,IVZ,2026-01-18 16:25:28.186837
Financials,JKHY,2026-01-18 16:25:28.186837
Financials,JPM,2026-01-18 16:25:28.186837
Financials,KEY,2026-01-18 16:25:28.186837
Financials,KKR,2026-01-18 16:25:28.186837
Financials,L,2026-01-18 16:25:28.186837
Financials,MTB,2026-01-18 16:25:28.186837
Financials,MRSH,2026-01-18 16:25:28.186837
Financials,MA,2026-01-18 16:25:28.186837
Financials,MET,2026-01-18 16:25:28.186837
Financials,MCO,2026-01-18 16:25:28.186837
Financials,MS,2026-01-18 16:25:28.186837
Financials,MSCI,2026-01-18 16:25:28.186837
Financials,NDAQ,2026-01-18 16:25:28.186837
Financials,NTRS,2026-01-18 16:25:28.186837
Financials,PYPL,2026-01-18 16:25:28.186837
Financials,PNC,2026-01-18 16:25:28.186837
Financials,PFG,2026-01-18 16:25:28.186837
Financials,PGR,2026-01-18 16:25:28.186837
Financials,PRU,2026-01-18 16:25:28.186837
Financials,RJF,2026-01-18 16:25:28.186837
Financials,RF,2026-01-18 16:25:28.186837
Financials,HOOD,2026-01-18 16:25:28.186837
Financials,SPGI,2026-01-18 16:25:28.186837
Financials,STT,2026-01-18 16:25:28.186837
Financials,SYF,2026-01-18 16:25:28.186837
Financials,TROW,2026-01-18 16:25:28.186837
Financials,TRV,2026-01-18 16:25:28.186837
Financials,TFC,2026-01-18 16:25:28.186837
Financials,USB,2026-01-18 16:25:28.186837
Financials,V,2026-01-18 16:25:28.186837
Financials,WRB,2026-01-18 16:25:28.186837
Financials,WFC,2026-01-18 16:25:28.186837
Financials,WTW,2026-01-18 16:25:28.186837
Materials,APD,2026-01-18 16:25:28.186837
Materials,ALB,2026-01-18 16:25:28.186837
Materials,AMCR,2026-01-18 16:25:28.186837
Materials,AVY,2026-01-18 16:25:28.186837
Materials,BALL,2026-01-18 16:25:28.186837
Materials,CF,2026-01-18 16:25:28.186837
Materials,CTVA,2026-01-18 16:25:28.186837
Materials,CRH,2026-01-18 16:25:28.186837
Materials,DOW,2026-01-18 16:25:28.186837
Materials,DD,2026-01-18 16:25:28.186837
Materials,ECL,2026-01-18 16:25:28.186837
Materials,FCX,2026-01-18 16:25:28.186837
Materials,IFF,2026-01-18 16:25:28.186837
Materials,IP,2026-01-18 16:25:28.186837
Materials,LIN,2026-01-18 16:25:28.186837
Materials,LYB,2026-01-18 16:25:28.186837
Materials,MLM,2026-01-18 16:25:28.186837
Materials,MOS,2026-01-18 16:25:28.186837
Materials,NEM,2026-01-18 16:25:28.186837
Materials,NUE,2026-01-18 16:25:28.186837
Materials,PKG,2026-01-18 16:25:28.186837
Materials,PPG,2026-01-18 16:25:28.186837
Materials,SHW,2026-01-18 16:25:28.186837
Materials,SW,2026-01-18 16:25:28.186837
Materials,STLD,2026-01-18 16:25:28.186837
Materials,VMC,2026-01-18 16:25:28.186837
Consumer Discretionary,ABNB,2026-01-18 16:25:28.186837
Consumer Discretionary,AMZN,2026-01-18 16:25:28.186837
Consumer Discretionary,APTV,2026-01-18 16:25:28.186837
Consumer Discretionary,AZO,2026-01-18 16:25:28.186837
Consumer Discretionary,BBY,2026-01-18 16:25:28.186837
Consumer Discretionary,BKNG,2026-01-18 16:25:28.186837
Consumer Discretionary,CCL,2026-01-18 16:25:28.186837
Consumer Discretionary,CVNA,2026-01-18 16:25:28.186837
Consumer Discretionary,CMG,2026-01-18 16:25:28.186837
Consumer Discretionary,DRI,2026-01-18 16:25:28.186837
Consumer Discretionary,DECK,2026-01-18 16:25:28.186837
Consumer Discretionary,DPZ,2026-01-18 16:25:28.186837
Consumer Discretionary,DASH,2026-01-18 16:25:28.186837
Consumer Discretionary,DHI,2026-01-18 16:25:28.186837
Consumer Discretionary,EBAY,2026-01-18 16:25:28.186837
Consumer Discretionary,EXPE,2026-01-18 16:25:28.186837
Consumer Discretionary,F,2026-01-18 16:25:28.186837
Consumer Discretionary,GRMN,2026-01-18 16:25:28.186837
Consumer Discretionary,GM,2026-01-18 16:25:28.186837
Consumer Discretionary,GPC,2026-01-18 16:25:28.186837
Consumer Discretionary,HAS,2026-01-18 16:25:28.186837
Consumer Discretionary,HLT,2026-01-18 16:25:28.186837
Consumer Discretionary,HD,2026-01-18 16:25:28.186837
Consumer Discretionary,LVS,2026-01-18 16:25:28.186837
Consumer Discretionary,LEN,2026-01-18 16:25:28.186837
Consumer Discretionary,LOW,2026-01-18 16:25:28.186837
Consumer Discretionary,LULU,2026-01-18 16:25:28.186837
Consumer Discretionary,MAR,2026-01-18 16:25:28.186837
Consumer Discretionary,MCD,2026-01-18 16:25:28.186837
Consumer Discretionary,MGM,2026-01-18 16:25:28.186837
Consumer Discretionary,NKE,2026-01-18 16:25:28.186837
Consumer Discretionary,NCLH,2026-01-18 16:25:28.186837
Consumer Discretionary,NVR,2026-01-18 16:25:28.186837
Consumer Discretionary,ORLY,2026-01-18 16:25:28.186837
Consumer Discretionary,POOL,2026-01-18 16:25:28.186837
Consumer Discretionary,PHM,2026-01-18 16:25:28.186837
Consumer Discretionary,RL,2026-01-18 16:25:28.186837
Consumer Discretionary,ROST,2026-01-18 16:25:28.186837
Consumer Discretionary,RCL,2026-01-18 16:25:28.186837
Consumer Discretionary,SBUX,2026-01-18 16:25:28.186837
Consumer Discretionary,TPR,2026-01-18 16:25:28.186837
Consumer Discretionary,TSLA,2026-01-18 16:25:28.186837
Consumer Discretionary,TJX,2026-01-18 16:25:28.186837
Consumer Discretionary,TSCO,2026-01-18 16:25:28.186837
Consumer Discretionary,ULTA,2026-01-18 16:25:28.186837
Consumer Discretionary,WSM,2026-01-18 16:25:28.186837
Consumer Discretionary,WYNN,2026-01-18 16:25:28.186837
Consumer Discretionary,YUM,2026-01-18 16:25:28.186837
Real Estate,ARE,2026-01-18 16:25:28.186837
Real Estate,AMT,2026-01-18 16:25:28.186837
Real Estate,AVB,2026-01-18 16:25:28.186837
Real Estate,BXP,2026-01-18 16:25:28.186837
Real Estate,CPT,2026-01-18 16:25:28.186837
Real Estate,CBRE,2026-01-18 16:25:28.186837
Real Estate,CSGP,2026-01-18 16:25:28.186837
Real Estate,CCI,2026-01-18 16:25:28.186837
Real Estate,DLR,2026-01-18 16:25:28.186837
Real Estate,EQIX,2026-01-18 16:25:28.186837
Real Estate,EQR,2026-01-18 16:25:28.186837
Real Estate,ESS,2026-01-18 16:25:28.186837
Real Estate,EXR,2026-01-18 16:25:28.186837
Real Estate,FRT,2026-01-18 16:25:28.186837
Real Estate,DOC,2026-01-18 16:25:28.186837
Real Estate,HST,2026-01-18 16:25:28.186837
Real Estate,INVH,2026-01-18 16:25:28.186837
Real Estate,IRM,2026-01-18 16:25:28.186837
Real Estate,KIM,2026-01-18 16:25:28.186837
Real Estate,MAA,2026-01-18 16:25:28.186837
Real Estate,PLD,2026-01-18 16:25:28.186837
Real Estate,PSA,2026-01-18 16:25:28.186837
Real Estate,O,2026-01-18 16:25:28.186837
Real Estate,REG,2026-01-18 16:25:28.186837
Real Estate,SBAC,2026-01-18 16:25:28.186837
Real Estate,SPG,2026-01-18 16:25:28.186837
Real Estate,UDR,2026-01-18 16:25:28.186837
Real Estate,VTR,2026-01-18 16:25:28.186837
Real Estate,VICI,2026-01-18 16:25:28.186837
Real Estate,WELL,2026-01-18 16:25:28.186837
Real Estate,WY,2026-01-18 16:25:28.186837
Communication Services,GOOGL,2026-01-18 16:25:28.186837
Communication Services,GOOG,2026-01-18 16:25:28.186837
Communication Services,T,2026-01-18 16:25:28.186837
Communication Services,CHTR,2026-01-18 16:25:28.186837
Communication Services,CMCSA,2026-01-18 16:25:28.186837
Communication Services,EA,2026-01-18 16:25:28.186837
Communication Services,FOXA,2026-01-18 16:25:28.186837
Communication Services,FOX,2026-01-18 16:25:28.186837
Communication Services,LYV,2026-01-18 16:25:28.186837
Communication Services,MTCH,2026-01-18 16:25:28.186837
Communication Services,META,2026-01-18 16:25:28.186837
Communication Services,NFLX,2026-01-18 16:25:28.186837
Communication Services,NWSA,2026-01-18 16:25:28.186837
Communication Services,NWS,2026-01-18 16:25:28.186837
Communication Services,OMC,2026-01-18 16:25:28.186837
Communication Services,PSKY,2026-01-18 16:25:28.186837
Communication Services,TMUS,2026-01-18 16:25:28.186837
Communication Services,TTWO,2026-01-18 16:25:28.186837
Communication Services,TKO,2026-01-18 16:25:28.186837
Communication Services,TTD,2026-01-18 16:25:28.186837
Communication Services,VZ,2026-01-18 16:25:28.186837
Communication Services,DIS,2026-01-18 16:25:28.186837
Communication Services,WBD,2026-01-18 16:25:28.186837
Consumer Staples,MO,2026-01-18 16:25:28.186837
Consumer Staples,ADM,2026-01-18 16:25:28.186837
Consumer Staples,BF.B,2026-01-18 16:25:28.186837
Consumer Staples,BG,2026-01-18 16:25:28.186837
Consumer Staples,CPB,2026-01-18 16:25:28.186837
Consumer Staples,CHD,2026-01-18 16:25:28.186837
Consumer Staples,CLX,2026-01-18 16:25:28.186837
Consumer Staples,KO,2026-01-18 16:25:28.186837
Consumer Staples,CL,2026-01-18 16:25:28.186837
Consumer Staples,CAG,2026-01-18 16:25:28.186837
Consumer Staples,STZ,2026-01-18 16:25:28.186837
Consumer Staples,COST,2026-01-18 16:25:28.186837
Consumer Staples,DG,2026-01-18 16:25:28.186837
Consumer Staples,DLTR,2026-01-18 16:25:28.186837
Consumer Staples,EL,2026-01-18 16:25:28.186837
Consumer Staples,GIS,2026-01-18 16:25:28.186837
Consumer Staples,HSY,2026-01-18 16:25:28.186837
Consumer Staples,HRL,2026-01-18 16:25:28.186837
Consumer Staples,KVUE,2026-01-18 16:25:28.186837
Consumer Staples,KDP,2026-01-18 16:25:28.186837
Consumer Staples,KMB,2026-01-18 16:25:28.186837
Consumer Staples,KHC,2026-01-18 16:25:28.186837
Consumer Staples,KR,2026-01-18 16:25:28.186837
Consumer Staples,LW,2026-01-18 16:25:28.186837
Consumer Staples,MKC,2026-01-18 16:25:28.186837
Consumer Staples,TAP,2026-01-18 16:25:28.186837
Consumer Staples,MDLZ,2026-01-18 16:25:28.186837
Consumer Staples,MNST,2026-01-18 16:25:28.186837
Consumer Staples,PEP,2026-01-18 16:25:28.186837
Consumer Staples,PM,2026-01-18 16:25:28.186837
Consumer Staples,PG,2026-01-18 16:25:28.186837
Consumer Staples,SJM,2026-01-18 16:25:28.186837
Consumer Staples,SYY,2026-01-18 16:25:28.186837
Consumer Staples,TGT,2026-01-18 16:25:28.186837
Consumer Staples,TSN,2026-01-18 16:25:28.186837
Consumer Staples,WMT,2026-01-18 16:25:28.186837
Energy,APA,2026-01-18 16:25:28.186837
Energy,BKR,2026-01-18 16:25:28.186837
Energy,CVX,2026-01-18 16:25:28.186837
Energy,COP,2026-01-18 16:25:28.186837
Energy,CTRA,2026-01-18 16:25:28.186837
Energy,DVN,2026-01-18 16:25:28.186837
Energy,FANG,2026-01-18 16:25:28.186837
Energy,EOG,2026-01-18 16:25:28.186837
Energy,EQT,2026-01-18 16:25:28.186837
Energy,EXE,2026-01-18 16:25:28.186837
Energy,XOM,2026-01-18 16:25:28.186837
Energy,HAL,2026-01-18 16:25:28.186837
Energy,KMI,2026-01-18 16:25:28.186837
Energy,MPC,2026-01-18 16:25:28.186837
Energy,OXY,2026-01-18 16:25:28.186837
Energy,OKE,2026-01-18 16:25:28.186837
Energy,PSX,2026-01-18 16:25:28.186837
Energy,SLB,2026-01-18 16:25:28.186837
Energy,TRGP,2026-01-18 16:25:28.186837
Energy,TPL,2026-01-18 16:25:28.186837
Energy,VLO,2026-01-18 16:25:28.186837
Energy,WMB,2026-01-18 16:25:28.186837
